employee_id,department,location,level,manager_id,tenure_years,role_family,annual_salary_usd,attrition_flag,attrition_risk_score,risk_band,sentiment_score,sentiment_band,survey_response_count,sentiment_source,engagement_index,engagement_band,manager_sentiment_avg,team_size,data_provenance,confidence_note
EMP_00502,Operations,Singapore,Junior,MGR_084,7.2,Tech,64016,0,0.337,Low,-0.517,Negative,5,synthetic_demo,28,Low,0.061,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00503,Finance,India,Mid,MGR_005,1.2,Operations,112796,0,0.352,Medium,-0.467,Negative,5,synthetic_demo,45,Medium,-0.063,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00504,Sales,Germany,Senior,MGR_005,0.7,Tech,135075,0,0.168,Low,-0.019,Neutral,7,synthetic_demo,59,Medium,-0.063,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00505,HR,Germany,Junior,MGR_038,1.6,Operations,51891,0,0.256,Low,-0.46,Negative,5,synthetic_demo,56,Medium,0.037,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00506,Engineering,US,Junior,MGR_014,1.4,Operations,72325,0,0.398,Medium,-0.334,Negative,5,synthetic_demo,38,Low,-0.04,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00507,Operations,UK,Mid,MGR_070,3.1,Operations,104903,0,0.332,Low,-0.494,Negative,4,synthetic_demo,58,Medium,-0.024,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00508,Finance,Germany,Senior,MGR_065,1.1,Tech,166837,0,0.306,Low,-0.262,Negative,4,synthetic_demo,57,Medium,0.149,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00509,HR,UK,Junior,MGR_043,0.1,Tech,67581,0,0.536,Medium,-0.917,Negative,2,synthetic_demo,24,Low,0.021,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00510,Sales,Singapore,Mid,MGR_092,9.4,Commercial,96566,0,0.132,Low,0.158,Neutral,6,synthetic_demo,69,Medium,-0.071,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00511,Sales,US,Senior,MGR_073,2.8,Commercial,114247,0,0.199,Low,0.423,Positive,5,synthetic_demo,48,Medium,-0.105,6,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00512,Marketing,India,Junior,MGR_052,5.5,Operations,54096,0,0.07,Low,0.022,Neutral,3,synthetic_demo,50,Medium,0.115,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00513,HR,Poland,Mid,MGR_086,0.3,Commercial,116425,0,0.11,Low,0.63,Positive,4,synthetic_demo,84,High,0.022,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00514,Engineering,India,Leader,MGR_042,1.4,Commercial,213355,0,0.148,Low,0.219,Positive,6,synthetic_demo,58,Medium,-0.029,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00515,Sales,US,Junior,MGR_058,4.1,Tech,61520,0,0.069,Low,0.161,Neutral,4,synthetic_demo,77,High,0.164,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00516,Operations,UK,Mid,MGR_074,2.7,Operations,92286,0,0.183,Low,0.333,Positive,8,synthetic_demo,63,Medium,-0.052,14,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00517,Engineering,UK,Mid,MGR_031,0.1,Operations,80259,0,0.159,Low,0.369,Positive,8,synthetic_demo,68,Medium,0.065,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00518,Engineering,Singapore,Junior,MGR_021,4.5,Commercial,48930,0,0.151,Low,0.242,Positive,4,synthetic_demo,61,Medium,0.008,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00519,HR,Singapore,Mid,MGR_099,0.2,Operations,95184,0,0.294,Low,0.104,Neutral,8,synthetic_demo,49,Medium,-0.102,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00520,Operations,Singapore,Junior,MGR_048,0.3,Commercial,47728,0,0.141,Low,0.539,Positive,4,synthetic_demo,75,High,0.02,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00521,Finance,India,Junior,MGR_062,6.6,Tech,45274,0,0.292,Low,-0.505,Negative,1,synthetic_demo,54,Medium,-0.034,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00522,Sales,Germany,Senior,MGR_048,3.8,Operations,174279,0,0.222,Low,-0.114,Neutral,7,synthetic_demo,44,Medium,0.02,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00523,HR,Singapore,Mid,MGR_097,6.3,Commercial,90501,0,0.323,Low,-0.272,Negative,6,synthetic_demo,52,Medium,0.056,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00524,Finance,Singapore,Senior,MGR_088,3.0,Tech,156833,0,0.178,Low,-0.034,Neutral,8,synthetic_demo,62,Medium,0.119,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00525,Finance,US,Mid,MGR_091,6.6,Operations,83517,0,0.144,Low,0.026,Neutral,8,synthetic_demo,73,High,0.236,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00526,Operations,US,Leader,MGR_008,0.8,Tech,208301,0,0.192,Low,0.395,Positive,7,synthetic_demo,67,Medium,0.267,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00527,Finance,Poland,Junior,MGR_020,4.5,Operations,68136,1,0.272,Low,-0.606,Negative,8,synthetic_demo,58,Medium,-0.02,14,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00528,Sales,UK,Senior,MGR_015,2.2,Commercial,117882,0,0.111,Low,0.178,Neutral,6,synthetic_demo,58,Medium,-0.128,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00529,Marketing,India,Senior,MGR_012,2.5,Commercial,160029,0,0.218,Low,-0.14,Neutral,6,synthetic_demo,49,Medium,0.101,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00530,Finance,Germany,Senior,MGR_017,1.2,Commercial,143140,0,0.219,Low,-0.026,Neutral,7,synthetic_demo,69,Medium,-0.12,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00531,Finance,Germany,Mid,MGR_072,6.0,Tech,78145,0,0.068,Low,0.127,Neutral,5,synthetic_demo,66,Medium,0.017,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00532,HR,Singapore,Senior,MGR_003,3.3,Operations,110028,0,0.172,Low,-0.129,Neutral,5,synthetic_demo,52,Medium,-0.152,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00533,HR,UK,Senior,MGR_028,6.2,Operations,131101,0,0.174,Low,0.074,Neutral,4,synthetic_demo,58,Medium,0.203,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00534,Finance,US,Junior,MGR_090,1.0,Commercial,73452,0,0.351,Medium,-0.513,Negative,3,synthetic_demo,52,Medium,-0.06,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00535,Engineering,Poland,Leader,MGR_061,0.5,Tech,208746,1,0.204,Low,0.487,Positive,4,synthetic_demo,58,Medium,0.087,6,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00536,Engineering,UK,Mid,MGR_099,10.2,Tech,96329,0,0.177,Low,-0.237,Negative,3,synthetic_demo,44,Medium,-0.102,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00537,Marketing,Singapore,Mid,MGR_048,8.9,Commercial,82299,0,0.195,Low,-0.545,Negative,3,synthetic_demo,74,High,0.02,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00538,HR,Germany,Senior,MGR_049,0.7,Commercial,170313,0,0.216,Low,0.21,Positive,3,synthetic_demo,65,Medium,0.151,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00539,Engineering,Singapore,Leader,MGR_018,2.3,Operations,254404,0,0.268,Low,0.559,Positive,8,synthetic_demo,65,Medium,-0.104,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00540,Marketing,UK,Junior,MGR_051,4.3,Operations,74547,0,0.233,Low,-0.09,Neutral,7,synthetic_demo,61,Medium,-0.005,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00541,Finance,India,Senior,MGR_001,3.4,Tech,154328,0,0.158,Low,0.077,Neutral,3,synthetic_demo,53,Medium,-0.046,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00542,Engineering,UK,Mid,MGR_070,0.6,Operations,119355,1,0.207,Low,0.062,Neutral,5,synthetic_demo,79,High,-0.024,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00543,HR,Poland,Mid,MGR_032,5.0,Tech,96828,0,0.234,Low,-0.083,Neutral,4,synthetic_demo,56,Medium,0.035,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00544,HR,UK,Junior,MGR_093,1.4,Tech,51504,0,0.05,Low,0.62,Positive,7,synthetic_demo,79,High,0.006,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00545,Engineering,US,Senior,MGR_079,3.8,Commercial,123736,0,0.288,Low,-0.317,Negative,4,synthetic_demo,67,Medium,-0.075,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00546,Engineering,India,Junior,MGR_077,1.8,Tech,50803,0,0.14,Low,0.43,Positive,4,synthetic_demo,69,Medium,-0.046,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00547,Engineering,Germany,Mid,MGR_007,3.1,Operations,86983,0,0.18,Low,0.171,Neutral,5,synthetic_demo,81,High,0.066,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00548,Sales,Singapore,Junior,MGR_030,2.8,Commercial,57141,0,0.156,Low,0.096,Neutral,9,synthetic_demo,55,Medium,0.065,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00549,Finance,India,Senior,MGR_018,0.1,Tech,170955,0,0.353,Medium,-0.874,Negative,4,synthetic_demo,41,Medium,-0.104,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00550,Finance,UK,Junior,MGR_074,2.1,Operations,57109,1,0.342,Low,-0.136,Neutral,8,synthetic_demo,48,Medium,-0.052,14,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00551,Operations,Poland,Mid,MGR_042,5.7,Operations,80642,0,0.139,Low,0.177,Neutral,6,synthetic_demo,84,High,-0.029,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00552,Sales,UK,Senior,MGR_067,15.0,Operations,111579,0,0.12,Low,0.058,Neutral,5,synthetic_demo,63,Medium,0.026,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00553,Sales,Germany,Mid,MGR_072,2.5,Tech,106430,0,0.153,Low,0.429,Positive,5,synthetic_demo,54,Medium,0.017,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00554,Finance,Singapore,Leader,MGR_087,3.6,Operations,238904,1,0.239,Low,-0.541,Negative,5,synthetic_demo,35,Low,0.014,14,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00555,HR,Poland,Mid,MGR_083,4.5,Commercial,82629,0,0.161,Low,0.186,Neutral,8,synthetic_demo,73,High,0.239,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00556,Marketing,Germany,Senior,MGR_090,0.4,Commercial,160443,0,0.152,Low,0.278,Positive,3,synthetic_demo,76,High,-0.06,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00557,HR,Germany,Junior,MGR_024,2.3,Commercial,49443,0,0.216,Low,0.103,Neutral,5,synthetic_demo,50,Medium,-0.144,6,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00558,Finance,Germany,Junior,MGR_039,1.6,Tech,66920,0,0.306,Low,-0.363,Negative,7,synthetic_demo,42,Medium,-0.14,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00559,Marketing,India,Senior,MGR_072,1.0,Tech,156761,0,0.177,Low,0.107,Neutral,6,synthetic_demo,50,Medium,0.017,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00560,HR,Germany,Mid,MGR_050,1.5,Tech,82263,0,0.264,Low,-0.192,Neutral,10,synthetic_demo,36,Low,-0.439,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00561,Sales,UK,Junior,MGR_011,4.2,Operations,59658,0,0.282,Low,-0.572,Negative,5,synthetic_demo,55,Medium,-0.022,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00562,HR,UK,Junior,MGR_025,1.7,Operations,52880,0,0.188,Low,-0.145,Neutral,4,synthetic_demo,61,Medium,-0.092,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00563,Engineering,UK,Mid,MGR_078,0.2,Operations,110615,0,0.088,Low,0.287,Positive,7,synthetic_demo,75,High,0.189,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00564,Engineering,US,Junior,MGR_093,3.5,Operations,71129,0,0.198,Low,-0.301,Negative,8,synthetic_demo,64,Medium,0.006,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00565,Marketing,Poland,Junior,MGR_043,2.3,Tech,63447,0,0.306,Low,-0.318,Negative,7,synthetic_demo,51,Medium,0.021,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00566,Operations,US,Junior,MGR_095,1.6,Tech,65686,0,0.186,Low,0.049,Neutral,5,synthetic_demo,48,Medium,-0.018,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00567,Engineering,Singapore,Leader,MGR_032,4.3,Commercial,213737,1,0.311,Low,-0.454,Negative,7,synthetic_demo,42,Medium,0.035,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00568,Marketing,Poland,Senior,MGR_031,0.3,Commercial,139720,0,0.247,Low,0.086,Neutral,2,synthetic_demo,62,Medium,0.065,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00569,Finance,UK,Senior,MGR_060,0.3,Commercial,154369,0,0.22,Low,-0.206,Negative,6,synthetic_demo,57,Medium,0.1,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00570,Finance,Singapore,Mid,MGR_047,0.5,Commercial,104405,0,0.104,Low,0.372,Positive,7,synthetic_demo,67,Medium,-0.041,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00571,Finance,Germany,Mid,MGR_061,3.7,Operations,102971,0,0.333,Low,-0.505,Negative,6,synthetic_demo,55,Medium,0.087,6,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00572,Operations,India,Mid,MGR_006,2.2,Commercial,92775,0,0.285,Low,-0.2,Neutral,4,synthetic_demo,33,Low,0.026,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00573,Finance,India,Senior,MGR_034,3.2,Tech,160899,0,0.282,Low,-0.171,Neutral,2,synthetic_demo,49,Medium,0.182,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00574,Finance,Poland,Mid,MGR_038,0.1,Commercial,81154,0,0.209,Low,0.157,Neutral,9,synthetic_demo,49,Medium,0.037,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00575,Sales,India,Mid,MGR_073,8.7,Commercial,86797,0,0.352,Medium,-0.309,Negative,4,synthetic_demo,53,Medium,-0.105,6,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00576,Sales,Germany,Mid,MGR_044,1.4,Operations,113454,1,0.415,Medium,-0.329,Negative,6,synthetic_demo,34,Low,-0.041,20,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00577,Operations,Germany,Leader,MGR_095,1.1,Operations,229799,0,0.221,Low,-0.236,Negative,5,synthetic_demo,63,Medium,-0.018,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00578,HR,Germany,Junior,MGR_022,0.0,Commercial,70176,0,0.354,Medium,-0.384,Negative,5,synthetic_demo,51,Medium,-0.148,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00579,Sales,Singapore,Mid,MGR_070,2.4,Tech,114390,0,0.29,Low,-0.167,Neutral,6,synthetic_demo,42,Medium,-0.024,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00580,Marketing,US,Mid,MGR_086,0.9,Tech,114246,0,0.215,Low,0.277,Positive,4,synthetic_demo,52,Medium,0.022,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00581,Engineering,US,Mid,MGR_030,1.5,Operations,94610,1,0.252,Low,-0.078,Neutral,2,synthetic_demo,67,Medium,0.065,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00582,Engineering,Singapore,Junior,MGR_065,0.4,Tech,57328,1,0.325,Low,-0.392,Negative,6,synthetic_demo,63,Medium,0.149,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00583,HR,UK,Junior,MGR_086,5.2,Operations,68077,0,0.348,Low,-0.593,Negative,5,synthetic_demo,55,Medium,0.022,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00584,Finance,Germany,Mid,MGR_001,0.5,Tech,89070,0,0.264,Low,-0.471,Negative,6,synthetic_demo,51,Medium,-0.046,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00585,Finance,Poland,Mid,MGR_068,2.3,Tech,103467,1,0.341,Low,-0.098,Neutral,3,synthetic_demo,60,Medium,-0.137,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00586,Marketing,UK,Mid,MGR_003,1.0,Commercial,71639,0,0.247,Low,-0.269,Negative,10,synthetic_demo,62,Medium,-0.152,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00587,Finance,Singapore,Mid,MGR_014,3.5,Tech,80986,0,0.057,Low,0.507,Positive,8,synthetic_demo,69,Medium,-0.04,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00588,Engineering,Poland,Junior,MGR_080,7.2,Tech,48134,1,0.266,Low,-0.238,Negative,6,synthetic_demo,63,Medium,-0.001,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00589,Finance,UK,Senior,MGR_051,5.5,Commercial,141371,0,0.315,Low,-0.434,Negative,10,synthetic_demo,55,Medium,-0.005,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00590,Engineering,UK,Leader,MGR_073,2.2,Commercial,240609,0,0.138,Low,-0.121,Neutral,3,synthetic_demo,70,High,-0.105,6,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00591,Sales,Singapore,Junior,MGR_011,5.8,Operations,55394,0,0.167,Low,-0.151,Neutral,2,synthetic_demo,74,High,-0.022,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00592,Marketing,Singapore,Senior,MGR_052,3.5,Tech,166096,0,0.188,Low,-0.058,Neutral,6,synthetic_demo,42,Medium,0.115,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00593,HR,Germany,Mid,MGR_082,0.0,Tech,94056,0,0.213,Low,-0.21,Negative,9,synthetic_demo,35,Low,0.126,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00594,Engineering,Singapore,Junior,MGR_056,0.7,Commercial,48165,0,0.277,Low,-0.052,Neutral,10,synthetic_demo,69,Medium,-0.079,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00595,Marketing,UK,Mid,MGR_068,1.7,Tech,99237,0,0.301,Low,-0.18,Neutral,10,synthetic_demo,54,Medium,-0.137,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00596,Engineering,India,Junior,MGR_073,0.6,Operations,60895,0,0.201,Low,-0.323,Negative,3,synthetic_demo,60,Medium,-0.105,6,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00597,HR,UK,Junior,MGR_088,8.1,Tech,71020,0,0.111,Low,0.258,Positive,7,synthetic_demo,59,Medium,0.119,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00598,Operations,Poland,Mid,MGR_023,3.1,Tech,88696,0,0.205,Low,-0.127,Neutral,7,synthetic_demo,61,Medium,-0.192,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00599,Operations,US,Leader,MGR_019,1.5,Operations,200229,0,0.185,Low,-0.076,Neutral,4,synthetic_demo,47,Medium,0.063,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00600,Marketing,Germany,Leader,MGR_021,4.9,Commercial,208639,0,0.112,Low,-0.098,Neutral,3,synthetic_demo,67,Medium,0.008,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00601,Finance,India,Mid,MGR_087,0.0,Commercial,77647,0,0.219,Low,-0.268,Negative,7,synthetic_demo,48,Medium,0.014,14,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00602,Finance,UK,Mid,MGR_018,1.0,Operations,98859,0,0.272,Low,-0.352,Negative,4,synthetic_demo,57,Medium,-0.104,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00603,Marketing,Singapore,Junior,MGR_045,0.5,Operations,50220,0,0.338,Low,-0.725,Negative,7,synthetic_demo,51,Medium,-0.004,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00604,Engineering,US,Mid,MGR_044,1.3,Tech,76290,0,0.276,Low,0.264,Positive,5,synthetic_demo,73,High,-0.041,20,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00605,Finance,Poland,Leader,MGR_100,4.7,Commercial,222911,0,0.111,Low,0.165,Neutral,3,synthetic_demo,56,Medium,0.018,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00606,Operations,US,Mid,MGR_063,7.3,Commercial,109890,0,0.1,Low,0.231,Positive,5,synthetic_demo,76,High,0.091,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00607,Sales,UK,Mid,MGR_056,0.1,Commercial,110843,0,0.2,Low,0.457,Positive,3,synthetic_demo,55,Medium,-0.079,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00608,Sales,Singapore,Mid,MGR_011,2.1,Commercial,91122,0,0.05,Low,0.889,Positive,7,synthetic_demo,78,High,-0.022,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00609,Finance,UK,Senior,MGR_010,2.1,Operations,177860,0,0.261,Low,-0.157,Neutral,5,synthetic_demo,58,Medium,0.189,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00610,Engineering,UK,Junior,MGR_082,3.7,Operations,51445,0,0.115,Low,0.193,Neutral,4,synthetic_demo,59,Medium,0.126,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00611,Sales,Singapore,Mid,MGR_014,1.5,Commercial,84933,0,0.169,Low,0.137,Neutral,6,synthetic_demo,69,Medium,-0.04,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00612,Engineering,US,Leader,MGR_047,6.0,Commercial,206458,0,0.23,Low,0.043,Neutral,10,synthetic_demo,67,Medium,-0.041,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00613,Operations,US,Junior,MGR_056,10.3,Tech,67589,0,0.052,Low,0.75,Positive,5,synthetic_demo,74,High,-0.079,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00614,HR,Poland,Mid,MGR_014,0.5,Commercial,110634,0,0.334,Low,-0.628,Negative,7,synthetic_demo,40,Medium,-0.04,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00615,Engineering,US,Mid,MGR_077,1.5,Tech,107177,0,0.363,Medium,-0.644,Negative,5,synthetic_demo,57,Medium,-0.046,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00616,Finance,UK,Senior,MGR_038,2.0,Tech,178286,0,0.077,Low,0.148,Neutral,6,synthetic_demo,73,High,0.037,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00617,HR,Germany,Senior,MGR_072,1.8,Operations,170086,0,0.205,Low,-0.0,Neutral,5,synthetic_demo,65,Medium,0.017,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00618,Sales,Poland,Mid,MGR_049,1.8,Operations,119032,0,0.237,Low,-0.568,Negative,4,synthetic_demo,39,Low,0.151,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00619,Sales,India,Junior,MGR_064,2.5,Commercial,52609,0,0.216,Low,-0.138,Neutral,4,synthetic_demo,48,Medium,-0.098,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00620,Sales,US,Junior,MGR_054,9.8,Commercial,52402,0,0.177,Low,0.047,Neutral,6,synthetic_demo,57,Medium,0.048,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00621,Operations,Germany,Senior,MGR_033,2.5,Commercial,170107,0,0.219,Low,0.09,Neutral,6,synthetic_demo,58,Medium,0.1,6,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00622,Sales,Singapore,Mid,MGR_079,9.8,Operations,115074,0,0.141,Low,-0.042,Neutral,5,synthetic_demo,67,Medium,-0.075,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00623,Sales,Germany,Junior,MGR_001,1.0,Commercial,58307,0,0.224,Low,0.037,Neutral,5,synthetic_demo,59,Medium,-0.046,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00624,HR,UK,Senior,MGR_043,3.8,Commercial,163603,0,0.154,Low,-0.03,Neutral,4,synthetic_demo,59,Medium,0.021,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00625,HR,UK,Mid,MGR_077,0.6,Operations,118899,0,0.26,Low,0.006,Neutral,4,synthetic_demo,61,Medium,-0.046,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00626,Sales,UK,Mid,MGR_026,0.6,Operations,102583,0,0.249,Low,0.063,Neutral,8,synthetic_demo,71,High,-0.081,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00627,HR,UK,Junior,MGR_041,2.3,Commercial,45675,0,0.071,Low,0.512,Positive,6,synthetic_demo,69,Medium,0.137,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00628,Operations,Singapore,Mid,MGR_074,1.9,Commercial,113905,0,0.249,Low,-0.141,Neutral,7,synthetic_demo,73,High,-0.052,14,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00629,Sales,UK,Mid,MGR_047,0.3,Commercial,102410,0,0.377,Medium,-0.601,Negative,7,synthetic_demo,29,Low,-0.041,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00630,Engineering,Poland,Junior,MGR_024,7.5,Operations,71997,0,0.124,Low,0.363,Positive,5,synthetic_demo,51,Medium,-0.144,6,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00631,Marketing,Poland,Junior,MGR_060,0.6,Operations,55335,0,0.276,Low,-0.032,Neutral,10,synthetic_demo,57,Medium,0.1,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00632,Marketing,India,Mid,MGR_089,2.3,Commercial,96482,0,0.108,Low,-0.068,Neutral,8,synthetic_demo,61,Medium,0.081,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00633,Engineering,Germany,Mid,MGR_082,6.3,Tech,90906,0,0.206,Low,-0.087,Neutral,3,synthetic_demo,54,Medium,0.126,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00634,Operations,India,Junior,MGR_092,0.1,Tech,63134,0,0.288,Low,-0.468,Negative,4,synthetic_demo,55,Medium,-0.071,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00635,HR,Germany,Junior,MGR_062,1.0,Operations,69269,0,0.163,Low,-0.07,Neutral,7,synthetic_demo,72,High,-0.034,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00636,Finance,Germany,Mid,MGR_054,0.7,Operations,79847,0,0.239,Low,-0.044,Neutral,5,synthetic_demo,44,Medium,0.048,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00637,Finance,US,Senior,MGR_090,1.7,Commercial,138846,1,0.15,Low,-0.001,Neutral,7,synthetic_demo,54,Medium,-0.06,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00638,Finance,Poland,Mid,MGR_014,1.2,Tech,77184,0,0.306,Low,-0.004,Neutral,1,synthetic_demo,62,Medium,-0.04,11,synthetic_demo_v2,Simulated for demonstration purposes only
