employee_id,location,attrition_flag,attrition_risk_score,sentiment_score,sentiment_band,engagement_score,manager_effectiveness
EMP0838,London,Stayed,65,0.48,Neutral,2.5,2.2
EMP0839,San Francisco,At-Risk,74,0.43,Negative,2.0,1.8
EMP0840,San Francisco,At-Risk,71,0.41,Negative,2.0,2.2
EMP0841,Remote,Stayed,49,0.57,Neutral,3.1,3.1
EMP0842,Remote,Stayed,6,1.0,Positive,4.8,5.0
EMP0843,New York,At-Risk,70,0.57,Neutral,2.7,2.3
EMP0844,New York,Stayed,24,0.79,Positive,3.9,3.9
EMP0845,Remote,Stayed,58,0.51,Neutral,2.7,3.0
EMP0846,Remote,Stayed,52,0.64,Neutral,3.0,3.1
EMP0847,Austin,Stayed,0,0.87,Positive,4.5,4.7
EMP0848,San Francisco,Stayed,11,0.79,Positive,4.2,4.6
EMP0849,New York,Stayed,63,0.54,Neutral,2.3,2.1
EMP0850,San Francisco,Stayed,47,0.66,Neutral,3.3,3.0
EMP0851,San Francisco,At-Risk,72,0.38,Negative,2.1,2.3
EMP0852,Remote,Stayed,41,0.69,Neutral,3.4,3.4
EMP0853,Austin,Stayed,19,0.84,Positive,4.0,4.4
EMP0854,London,Left,88,0.3,Negative,1.4,1.5
EMP0855,Austin,Stayed,55,0.62,Neutral,2.9,2.6
EMP0856,Austin,Stayed,41,0.58,Neutral,3.2,3.3
EMP0857,San Francisco,Stayed,13,1.0,Positive,4.8,4.4
EMP0858,Austin,Stayed,0,0.99,Positive,5.0,5.0
EMP0859,New York,At-Risk,73,0.43,Negative,2.1,1.6
EMP0860,San Francisco,Stayed,13,0.92,Positive,4.3,4.8
EMP0861,New York,Stayed,43,0.66,Neutral,3.1,3.2
EMP0862,London,Stayed,65,0.45,Neutral,2.2,2.1
EMP0863,San Francisco,Stayed,18,0.75,Positive,4.3,4.6
EMP0864,London,Stayed,26,0.75,Neutral,3.8,4.0
EMP0865,San Francisco,Stayed,0,0.93,Positive,4.9,5.0
EMP0866,Remote,Stayed,25,0.78,Positive,3.7,4.3
EMP0867,Austin,Stayed,42,0.66,Neutral,3.1,3.2
EMP0868,Remote,Stayed,19,0.86,Positive,4.4,4.0
EMP0869,London,At-Risk,81,0.32,Negative,1.8,1.5
EMP0870,Austin,Stayed,30,0.82,Positive,3.7,3.7
EMP0871,San Francisco,Stayed,41,0.58,Neutral,3.1,3.5
EMP0872,Austin,Stayed,32,0.73,Neutral,4.0,3.8
EMP0873,New York,Stayed,60,0.5,Neutral,2.7,2.6
EMP0874,Austin,Stayed,44,0.49,Neutral,2.6,3.3
EMP0875,New York,Stayed,10,0.91,Positive,4.8,4.7
EMP0876,Austin,At-Risk,72,0.5,Neutral,2.3,2.1
EMP0877,New York,Stayed,36,0.59,Neutral,3.5,3.8
EMP0878,London,Left,88,0.29,Negative,1.7,1.6
EMP0879,Remote,At-Risk,77,0.42,Negative,2.1,1.6
EMP0880,San Francisco,At-Risk,71,0.43,Negative,2.1,2.5
EMP0881,Austin,Stayed,62,0.59,Neutral,2.5,2.2
EMP0882,Remote,Stayed,14,1.0,Positive,4.6,4.6
EMP0883,San Francisco,Stayed,55,0.49,Neutral,2.8,2.8
EMP0884,San Francisco,Stayed,0,0.87,Positive,4.9,4.9
EMP0885,New York,Stayed,45,0.75,Positive,3.7,2.9
EMP0886,London,At-Risk,67,0.43,Negative,2.3,2.2
EMP0887,London,Stayed,50,0.49,Neutral,2.7,3.2
EMP0888,Remote,Stayed,28,0.71,Neutral,3.6,4.1
EMP0889,London,Stayed,45,0.67,Neutral,3.3,2.9
EMP0890,Austin,Stayed,51,0.53,Neutral,2.8,3.2
EMP0891,London,At-Risk,71,0.38,Negative,2.1,1.8
EMP0892,Remote,Stayed,1,0.9,Positive,4.7,4.5
EMP0893,London,Stayed,24,0.75,Neutral,3.8,3.7
EMP0894,Austin,Stayed,9,0.96,Positive,4.7,4.7
EMP0895,New York,Stayed,38,0.6,Neutral,3.3,3.7
EMP0896,Remote,Stayed,20,0.84,Positive,4.3,4.4
EMP0897,New York,Stayed,39,0.67,Neutral,3.4,3.4
EMP0898,New York,Stayed,38,0.7,Neutral,3.5,3.9
EMP0899,New York,Stayed,59,0.54,Neutral,2.6,2.3
EMP0900,San Francisco,Stayed,28,0.86,Positive,3.8,3.7
EMP0901,San Francisco,Stayed,57,0.54,Neutral,2.6,3.0
EMP0902,New York,Stayed,47,0.63,Neutral,3.0,3.2
EMP0903,Remote,Stayed,11,0.9,Positive,4.6,4.4
EMP0904,Austin,Stayed,61,0.48,Neutral,2.6,2.0
EMP0905,Austin,Stayed,60,0.42,Negative,2.2,2.3
EMP0906,London,Left,100,0.21,Negative,1.2,1.0
EMP0907,Remote,Stayed,7,0.98,Positive,4.8,4.7
EMP0908,San Francisco,Stayed,29,0.62,Neutral,3.5,4.0
EMP0909,New York,Stayed,43,0.68,Neutral,3.2,3.5
EMP0910,London,Stayed,46,0.68,Neutral,3.4,2.6
EMP0911,Austin,Stayed,17,0.94,Positive,4.5,4.6
EMP0912,San Francisco,Stayed,44,0.56,Neutral,3.0,2.9
EMP0913,San Francisco,Stayed,27,0.77,Positive,4.1,3.6
EMP0914,New York,Stayed,14,0.84,Positive,4.3,4.4
EMP0915,Austin,Stayed,28,0.77,Positive,4.0,3.8
EMP0916,Remote,At-Risk,73,0.53,Neutral,2.5,2.3
EMP0917,San Francisco,Stayed,8,0.97,Positive,4.6,4.7
EMP0918,New York,Stayed,40,0.82,Positive,3.6,3.4
EMP0919,Remote,Stayed,52,0.54,Neutral,2.8,2.9
EMP0920,Austin,Stayed,50,0.49,Neutral,3.3,3.0
EMP0921,San Francisco,At-Risk,78,0.4,Negative,2.1,1.9
EMP0922,Remote,Stayed,59,0.49,Neutral,2.4,2.8
EMP0923,Remote,Stayed,11,0.9,Positive,4.3,4.7
EMP0924,Remote,Left,84,0.42,Negative,2.0,1.3
EMP0925,San Francisco,Stayed,37,0.63,Neutral,3.2,3.5
EMP0926,San Francisco,Stayed,31,0.8,Positive,3.6,4.1
EMP0927,London,Left,87,0.18,Negative,1.2,1.8
EMP0928,Austin,Stayed,3,0.97,Positive,4.9,5.0
EMP0929,New York,Stayed,61,0.48,Neutral,2.7,2.3
EMP0930,Remote,Stayed,46,0.58,Neutral,2.9,3.2
EMP0931,London,Left,86,0.46,Neutral,1.9,1.6
EMP0932,New York,Stayed,60,0.53,Neutral,2.7,2.6
EMP0933,London,Left,98,0.19,Negative,1.0,1.2
EMP0934,San Francisco,Stayed,25,0.75,Positive,4.2,3.9
EMP0935,Remote,Stayed,0,0.97,Positive,4.9,4.4
EMP0936,New York,At-Risk,66,0.59,Neutral,2.7,2.9
EMP0937,New York,Stayed,17,0.79,Positive,4.0,4.7
EMP0938,New York,Stayed,4,0.83,Positive,4.2,4.7
EMP0939,New York,Stayed,14,0.96,Positive,4.5,4.8
EMP0940,New York,Stayed,35,0.64,Neutral,3.3,3.7
EMP0941,London,At-Risk,79,0.45,Negative,1.9,2.2
EMP0942,Remote,Stayed,49,0.53,Neutral,3.0,3.2
EMP0943,San Francisco,Stayed,10,0.86,Positive,4.1,4.5
EMP0944,San Francisco,Stayed,20,0.97,Positive,4.5,3.9
EMP0945,San Francisco,Stayed,61,0.56,Neutral,2.5,2.6
EMP0946,San Francisco,Stayed,53,0.53,Neutral,3.1,3.1
EMP0947,London,Stayed,34,0.71,Neutral,3.7,3.7
EMP0948,Austin,Stayed,10,0.87,Positive,4.4,4.2
EMP0949,Remote,Stayed,5,1.0,Positive,5.0,5.0
EMP0950,New York,Stayed,19,0.79,Positive,4.3,3.9
EMP0951,Austin,Stayed,56,0.58,Neutral,3.2,3.0
EMP0952,San Francisco,Stayed,31,0.67,Neutral,3.8,3.5
EMP0953,Austin,Stayed,20,0.76,Positive,4.0,4.3
EMP0954,Remote,Stayed,65,0.38,Negative,2.2,2.2
EMP0955,New York,Stayed,33,0.81,Positive,3.6,3.4
EMP0956,New York,Stayed,19,0.79,Positive,4.1,4.0
EMP0957,Remote,At-Risk,68,0.53,Neutral,2.5,2.5
EMP0958,Remote,Stayed,3,0.87,Positive,4.3,5.0
EMP0959,San Francisco,Stayed,40,0.75,Positive,3.8,3.3
EMP0960,New York,Stayed,6,0.94,Positive,4.9,5.0
EMP0961,Austin,At-Risk,76,0.46,Neutral,2.1,2.3
EMP0962,London,Left,83,0.37,Negative,1.8,1.4
EMP0963,London,Stayed,43,0.57,Neutral,2.8,3.4
EMP0964,Remote,Stayed,49,0.55,Neutral,2.9,3.1
EMP0965,San Francisco,Stayed,26,0.81,Positive,4.1,3.9
EMP0966,London,Stayed,50,0.68,Neutral,3.3,2.5
EMP0967,New York,At-Risk,68,0.47,Neutral,2.3,2.4
EMP0968,Remote,Stayed,43,0.71,Neutral,3.5,3.5
EMP0969,Austin,Stayed,43,0.67,Neutral,3.5,3.1
EMP0970,Remote,Stayed,52,0.72,Neutral,3.1,2.7
EMP0971,Austin,Stayed,0,0.94,Positive,4.8,5.0
EMP0972,Remote,Stayed,16,0.89,Positive,4.5,3.7
EMP0973,Remote,Stayed,19,0.81,Positive,4.1,4.2
EMP0974,Remote,Stayed,12,0.93,Positive,4.1,4.1
EMP0975,Austin,Stayed,32,0.66,Neutral,3.4,3.6
EMP0976,Austin,Stayed,5,0.93,Positive,4.8,4.6
EMP0977,Remote,Stayed,21,0.82,Positive,4.1,4.2
EMP0978,London,Stayed,50,0.6,Neutral,3.2,2.9
EMP0979,San Francisco,Stayed,9,0.92,Positive,4.6,4.6
EMP0980,San Francisco,Stayed,53,0.68,Neutral,2.8,3.0
EMP0981,San Francisco,Stayed,11,0.9,Positive,4.4,4.5
EMP0982,Austin,Stayed,59,0.53,Neutral,2.6,2.7
EMP0983,Austin,Stayed,55,0.57,Neutral,3.0,2.7
EMP0984,London,Left,84,0.49,Neutral,2.0,1.8
EMP0985,San Francisco,Stayed,1,1.0,Positive,4.9,4.7
EMP0986,San Francisco,Stayed,12,0.96,Positive,4.6,4.5
EMP0987,Remote,Stayed,21,0.85,Positive,4.1,4.6
EMP0988,Austin,Stayed,14,0.82,Positive,4.2,4.0
EMP0989,San Francisco,Stayed,47,0.76,Positive,3.7,3.2
EMP0990,London,Stayed,32,0.73,Neutral,3.8,4.1
EMP0991,London,Stayed,48,0.44,Negative,2.5,3.0
EMP0992,San Francisco,Stayed,53,0.55,Neutral,3.1,2.6
EMP0993,Austin,Stayed,52,0.52,Neutral,2.5,3.3
EMP0994,London,Stayed,37,0.6,Neutral,3.4,3.5
EMP0995,Remote,Stayed,17,0.82,Positive,4.2,4.6
EMP0996,London,At-Risk,70,0.43,Negative,2.2,2.7
EMP0997,New York,At-Risk,66,0.46,Neutral,2.1,2.5
EMP0998,New York,Stayed,10,0.87,Positive,4.5,4.5
EMP0999,Austin,At-Risk,71,0.46,Neutral,2.0,2.5
EMP1000,San Francisco,Stayed,24,0.87,Positive,4.1,4.2
EMP1001,Austin,Stayed,0,0.93,Positive,4.9,5.0
EMP1002,Austin,Stayed,45,0.72,Neutral,3.3,3.8
EMP1003,Austin,Stayed,58,0.53,Neutral,2.7,2.3
EMP1004,Austin,Stayed,23,0.8,Positive,4.1,4.4
EMP1005,Remote,Stayed,16,0.88,Positive,4.5,4.4
EMP1006,Remote,Stayed,36,0.73,Neutral,3.6,3.7
EMP1007,London,Stayed,23,0.76,Positive,3.9,4.0
EMP1008,New York,Stayed,62,0.39,Negative,2.2,2.2
EMP1009,Austin,Stayed,30,0.67,Neutral,3.5,4.1
EMP1010,London,Stayed,51,0.64,Neutral,3.2,2.6
EMP1011,New York,Stayed,12,0.91,Positive,4.6,3.9
EMP1012,San Francisco,At-Risk,73,0.53,Neutral,2.5,1.8
EMP1013,Remote,Stayed,10,0.88,Positive,4.4,4.8
EMP1014,New York,Stayed,32,0.74,Neutral,3.7,3.3
EMP1015,San Francisco,Stayed,47,0.67,Neutral,3.2,3.2
EMP1016,New York,At-Risk,68,0.55,Neutral,2.4,2.3
EMP1017,Remote,Stayed,10,0.99,Positive,4.6,4.2
EMP1018,Remote,Stayed,65,0.56,Neutral,2.5,2.8
EMP1019,London,Left,88,0.43,Negative,1.9,1.9
EMP1020,Austin,Stayed,48,0.68,Neutral,2.9,2.8
EMP1021,New York,Stayed,7,0.94,Positive,4.6,4.7
EMP1022,New York,Stayed,23,0.82,Positive,4.0,4.3
EMP1023,San Francisco,Stayed,30,0.99,Positive,4.4,4.0
EMP1024,Remote,Stayed,49,0.41,Negative,2.8,3.1
EMP1025,New York,Stayed,17,0.76,Positive,3.9,4.5
EMP1026,Remote,Stayed,33,0.81,Positive,3.7,3.1
EMP1027,New York,Stayed,17,0.95,Positive,4.5,4.6
EMP1028,London,Stayed,29,0.87,Positive,3.7,3.6
EMP1029,Austin,At-Risk,67,0.41,Negative,2.0,2.3
EMP1030,New York,Stayed,30,0.78,Positive,4.0,3.5
EMP1031,Remote,At-Risk,66,0.41,Negative,2.2,2.8
EMP1032,London,At-Risk,70,0.55,Neutral,2.6,2.0
EMP1033,New York,Stayed,54,0.65,Neutral,2.9,2.8
EMP1034,San Francisco,Stayed,51,0.67,Neutral,2.9,3.1
EMP1035,Austin,Stayed,50,0.61,Neutral,3.1,2.8
EMP1036,New York,Stayed,25,0.79,Positive,3.9,3.5
EMP1037,London,At-Risk,73,0.37,Negative,2.0,2.1
EMP1038,San Francisco,Stayed,20,0.81,Positive,4.2,4.2
EMP1039,London,At-Risk,67,0.5,Neutral,2.2,2.2
EMP1040,London,Left,83,0.32,Negative,1.2,1.5
EMP1041,San Francisco,Stayed,12,0.84,Positive,4.4,4.2
EMP1042,London,At-Risk,77,0.38,Negative,1.9,2.0
EMP1043,San Francisco,Stayed,49,0.65,Neutral,3.3,3.1
EMP1044,New York,Stayed,35,0.85,Positive,4.1,3.7
EMP1045,San Francisco,Stayed,50,0.58,Neutral,3.0,2.9
EMP1046,San Francisco,At-Risk,69,0.34,Negative,2.2,2.0
EMP1047,Austin,Stayed,46,0.67,Neutral,3.1,2.9
EMP1048,San Francisco,Stayed,0,0.95,Positive,4.8,5.0
EMP1049,San Francisco,Stayed,31,0.78,Positive,3.9,3.8
EMP1050,New York,Stayed,37,0.82,Positive,4.0,3.7
EMP1051,Austin,Stayed,24,0.8,Positive,3.9,3.9
EMP1052,Remote,Stayed,53,0.54,Neutral,2.6,2.6
EMP1053,New York,Stayed,53,0.57,Neutral,3.3,2.8
EMP1054,New York,Stayed,21,0.88,Positive,4.3,4.1
EMP1055,Remote,At-Risk,70,0.37,Negative,2.3,2.2
EMP1056,San Francisco,Stayed,62,0.61,Neutral,2.8,2.8
EMP1057,London,At-Risk,69,0.42,Negative,1.8,2.1
EMP1058,Austin,Stayed,35,0.59,Neutral,3.3,3.4
EMP1059,London,Stayed,20,0.8,Positive,3.9,4.4
EMP1060,Remote,At-Risk,70,0.49,Neutral,2.2,2.2
EMP1061,New York,Stayed,27,0.69,Neutral,3.6,4.3
EMP1062,New York,At-Risk,75,0.54,Neutral,2.5,2.4
EMP1063,Austin,Stayed,3,0.84,Positive,4.9,4.6
EMP1064,New York,Stayed,61,0.52,Neutral,2.3,2.6
EMP1065,New York,Stayed,39,0.64,Neutral,3.2,3.8
EMP1066,Austin,Stayed,30,0.83,Positive,4.2,3.7
EMP1067,Austin,Stayed,19,0.87,Positive,4.1,4.0
EMP1068,Remote,Stayed,45,0.74,Neutral,3.3,3.0
EMP1069,New York,Stayed,53,0.63,Neutral,3.0,3.1
EMP1070,New York,Stayed,50,0.72,Neutral,3.2,3.2
EMP1071,Remote,Stayed,50,0.48,Neutral,2.8,3.3
EMP1072,San Francisco,At-Risk,72,0.56,Neutral,2.6,2.6
EMP1073,San Francisco,Stayed,43,0.68,Neutral,3.4,4.0
EMP1074,San Francisco,Stayed,49,0.52,Neutral,2.8,2.7
EMP1075,Remote,Stayed,41,0.48,Neutral,2.9,3.2
EMP1076,New York,Stayed,28,0.82,Positive,4.0,4.1
EMP1077,Remote,Stayed,8,1.0,Positive,4.9,5.0
EMP1078,Remote,Stayed,34,0.83,Positive,3.8,3.2
EMP1079,San Francisco,At-Risk,71,0.51,Neutral,2.2,1.8
EMP1080,London,At-Risk,82,0.21,Negative,1.2,2.0
EMP1081,New York,Stayed,0,1.0,Positive,4.9,4.6
EMP1082,San Francisco,Stayed,61,0.65,Neutral,2.9,2.6
EMP1083,London,Left,93,0.24,Negative,1.3,1.0
EMP1084,London,Stayed,51,0.56,Neutral,2.8,3.3
EMP1085,Austin,Stayed,24,0.73,Neutral,3.9,3.4
EMP1086,New York,Stayed,31,0.86,Positive,3.9,4.0
EMP1087,London,Left,83,0.28,Negative,1.8,1.7
EMP1088,San Francisco,Stayed,62,0.44,Negative,2.0,2.5
EMP1089,Austin,Stayed,6,0.95,Positive,4.9,4.7
EMP1090,New York,Stayed,54,0.5,Neutral,2.8,2.9
EMP1091,Remote,Stayed,26,0.71,Neutral,4.0,3.6
EMP1092,San Francisco,Stayed,0,0.81,Positive,4.1,5.0
EMP1093,London,Stayed,51,0.5,Neutral,2.8,2.7
EMP1094,London,At-Risk,78,0.39,Negative,1.9,1.9
EMP1095,San Francisco,Stayed,45,0.65,Neutral,2.8,3.5
EMP1096,London,Stayed,56,0.57,Neutral,2.8,2.6
EMP1097,Austin,Stayed,13,1.0,Positive,4.6,5.0
EMP1098,New York,Stayed,5,0.92,Positive,4.8,4.7
EMP1099,Austin,Stayed,53,0.4,Negative,2.3,2.6
EMP1100,London,Left,89,0.24,Negative,1.5,1.2
EMP1101,Remote,Stayed,10,0.96,Positive,4.8,4.3
EMP1102,New York,Stayed,13,0.98,Positive,4.2,4.4
EMP1103,New York,Stayed,9,0.85,Positive,4.6,4.9
EMP1104,San Francisco,Stayed,57,0.55,Neutral,2.6,2.1
EMP1105,San Francisco,Stayed,31,0.72,Neutral,3.8,3.6
EMP1106,Remote,Stayed,10,0.81,Positive,4.1,4.6
EMP1107,New York,Stayed,20,0.75,Neutral,4.0,4.3
EMP1108,Remote,Stayed,49,0.69,Neutral,3.2,3.1
EMP1109,San Francisco,At-Risk,75,0.41,Negative,2.0,1.8
EMP1110,San Francisco,Stayed,22,0.8,Positive,3.7,4.5
EMP1111,New York,Stayed,61,0.56,Neutral,2.8,2.2
EMP1112,Austin,Stayed,41,0.57,Neutral,3.4,3.3
EMP1113,London,Stayed,37,0.83,Positive,3.9,3.3
EMP1114,San Francisco,Stayed,43,0.54,Neutral,3.2,3.7
EMP1115,San Francisco,Stayed,19,0.81,Positive,4.5,4.5
EMP1116,Austin,Stayed,60,0.47,Neutral,2.6,2.6
EMP1117,Austin,Stayed,6,0.76,Positive,4.0,5.0
EMP1118,Remote,Stayed,8,1.0,Positive,4.9,4.7
EMP1119,Remote,At-Risk,67,0.45,Neutral,2.3,3.0
EMP1120,London,Left,100,0.27,Negative,1.0,1.0
EMP1121,London,At-Risk,75,0.43,Negative,2.3,2.2
EMP1122,New York,Stayed,55,0.47,Neutral,2.3,3.3
EMP1123,Remote,Stayed,20,0.87,Positive,4.2,4.2
EMP1124,San Francisco,Stayed,10,0.98,Positive,4.7,4.2
EMP1125,Remote,Stayed,39,0.64,Neutral,3.3,3.4
EMP1126,San Francisco,Stayed,55,0.54,Neutral,2.8,2.7
EMP1127,Austin,Stayed,47,0.65,Neutral,3.3,3.5
EMP1128,Remote,Stayed,13,0.75,Positive,4.2,4.1
EMP1129,Austin,Stayed,60,0.4,Negative,2.0,2.9
EMP1130,London,Stayed,59,0.53,Neutral,2.8,3.0
EMP1131,London,Stayed,65,0.6,Neutral,2.8,2.4
EMP1132,New York,Stayed,23,0.79,Positive,3.9,4.0
EMP1133,Remote,At-Risk,68,0.61,Neutral,2.7,2.4
EMP1134,Austin,Stayed,27,0.83,Positive,4.1,4.0
EMP1135,San Francisco,At-Risk,70,0.43,Negative,2.3,1.9
EMP1136,London,Stayed,64,0.32,Negative,1.6,2.4
EMP1137,London,Stayed,28,0.76,Positive,3.6,3.4
EMP1138,San Francisco,Stayed,13,0.75,Positive,4.2,4.5
EMP1139,Austin,At-Risk,79,0.37,Negative,2.0,1.9
EMP1140,Austin,Stayed,64,0.51,Neutral,2.7,2.3
EMP1141,Remote,Stayed,55,0.55,Neutral,2.6,2.7
EMP1142,Remote,Stayed,51,0.59,Neutral,2.8,3.0
EMP1143,New York,Stayed,54,0.55,Neutral,2.7,3.0
EMP1144,London,Left,96,0.11,Negative,1.2,1.0
EMP1145,Remote,Stayed,46,0.59,Neutral,3.4,2.9
EMP1146,Austin,Stayed,16,0.83,Positive,4.2,4.6
EMP1147,San Francisco,Stayed,24,0.74,Neutral,3.8,3.5
EMP1148,Austin,Stayed,22,0.8,Positive,4.0,4.1
EMP1149,London,Left,96,0.23,Negative,1.2,1.0
EMP1150,Austin,Stayed,7,1.0,Positive,4.9,5.0
EMP1151,New York,Stayed,4,0.79,Positive,4.5,4.9
EMP1152,London,Stayed,37,0.7,Neutral,3.4,3.7
EMP1153,San Francisco,Stayed,11,0.94,Positive,4.5,4.9
EMP1154,New York,Stayed,2,0.99,Positive,4.8,5.0
EMP1155,London,Stayed,55,0.57,Neutral,2.6,2.2
EMP1156,San Francisco,At-Risk,68,0.57,Neutral,2.6,2.3
EMP1157,New York,Stayed,28,0.74,Neutral,3.9,4.2
EMP1158,New York,Stayed,15,0.79,Positive,4.2,4.7
EMP1159,London,Stayed,47,0.54,Neutral,3.2,2.9
EMP1160,Remote,Stayed,29,0.69,Neutral,3.6,3.3
EMP1161,New York,At-Risk,76,0.4,Negative,2.2,1.9
EMP1162,New York,Stayed,61,0.68,Neutral,3.1,2.5
EMP1163,San Francisco,Stayed,5,0.94,Positive,4.8,4.3
EMP1164,Austin,Stayed,42,0.7,Neutral,3.8,3.3
EMP1165,London,At-Risk,66,0.46,Neutral,2.6,2.5
EMP1166,London,At-Risk,73,0.46,Neutral,1.8,1.9
EMP1167,Remote,Stayed,43,0.62,Neutral,3.1,3.3
EMP1168,Remote,Stayed,2,0.9,Positive,4.7,4.5
EMP1169,London,Stayed,51,0.61,Neutral,3.0,2.8
EMP1170,Remote,Stayed,17,0.97,Positive,4.4,4.4
EMP1171,San Francisco,Stayed,40,0.65,Neutral,3.4,2.8
EMP1172,London,Stayed,50,0.61,Neutral,2.9,3.3
EMP1173,Remote,Stayed,54,0.61,Neutral,2.7,3.3
EMP1174,London,Stayed,52,0.53,Neutral,3.1,2.9
EMP1175,Austin,Stayed,46,0.62,Neutral,3.3,3.1
EMP1176,New York,Stayed,30,0.72,Neutral,3.3,3.8
EMP1177,London,Stayed,51,0.55,Neutral,2.9,2.9
EMP1178,New York,Stayed,4,0.98,Positive,4.8,5.0
EMP1179,Remote,At-Risk,77,0.4,Negative,2.2,2.2
EMP1180,New York,Stayed,7,0.87,Positive,4.5,5.0
EMP1181,London,At-Risk,78,0.35,Negative,1.9,2.1
EMP1182,Austin,Stayed,34,0.7,Neutral,3.3,3.6
EMP1183,Remote,Stayed,65,0.42,Negative,2.1,2.3
EMP1184,London,At-Risk,73,0.39,Negative,1.9,1.7
EMP1185,Remote,Stayed,37,0.83,Positive,3.5,3.3
EMP1186,San Francisco,At-Risk,78,0.52,Neutral,2.2,2.5
EMP1187,New York,Stayed,35,0.6,Neutral,3.5,3.5
EMP1188,San Francisco,Stayed,12,0.93,Positive,4.8,4.3
EMP1189,London,Left,87,0.38,Negative,1.3,2.1
EMP1190,Austin,Stayed,8,0.83,Positive,4.3,4.7
EMP1191,Remote,Stayed,41,0.75,Positive,3.2,3.2
EMP1192,New York,Stayed,30,0.77,Positive,4.0,3.9
EMP1193,Remote,Stayed,56,0.54,Neutral,2.8,2.9
EMP1194,London,At-Risk,75,0.34,Negative,1.5,1.7
EMP1195,Remote,At-Risk,74,0.49,Neutral,2.5,1.7
EMP1196,New York,Stayed,58,0.47,Neutral,2.2,3.1
EMP1197,London,Left,86,0.39,Negative,1.6,1.2
EMP1198,Remote,Stayed,27,0.84,Positive,4.0,4.0
EMP1199,Austin,Stayed,16,0.94,Positive,4.6,4.7
EMP1200,London,Stayed,29,0.77,Positive,3.4,4.2
EMP1201,London,Stayed,54,0.65,Neutral,3.1,3.0
EMP1202,Austin,Stayed,53,0.43,Negative,2.3,3.0
EMP1203,San Francisco,Stayed,52,0.67,Neutral,2.9,3.0
EMP1204,New York,Stayed,52,0.62,Neutral,2.9,2.5
EMP1205,San Francisco,Stayed,57,0.54,Neutral,2.7,2.8
EMP1206,Remote,Stayed,35,0.61,Neutral,3.5,3.5
EMP1207,Austin,Stayed,32,0.65,Neutral,3.6,3.2
EMP1208,San Francisco,Stayed,42,0.7,Neutral,3.1,3.2
EMP1209,London,Stayed,65,0.5,Neutral,2.1,2.1
EMP1210,Remote,Stayed,4,0.9,Positive,4.5,4.7
EMP1211,Remote,Stayed,17,0.79,Positive,4.4,4.4
EMP1212,San Francisco,Stayed,53,0.53,Neutral,2.9,2.7
EMP1213,San Francisco,Stayed,5,0.87,Positive,4.7,5.0
EMP1214,Austin,Stayed,15,0.89,Positive,4.9,4.6
EMP1215,New York,Stayed,61,0.7,Neutral,3.0,1.7
EMP1216,San Francisco,Stayed,51,0.72,Neutral,3.1,3.1
EMP1217,San Francisco,Stayed,39,0.65,Neutral,3.5,3.3
EMP1218,London,Stayed,41,0.76,Positive,3.8,4.0
EMP1219,Remote,Stayed,0,0.86,Positive,4.6,5.0
EMP1220,New York,Stayed,55,0.46,Neutral,2.3,3.1
EMP1221,London,At-Risk,74,0.52,Neutral,2.2,2.1
EMP1222,Austin,Stayed,33,0.79,Positive,3.7,3.3
EMP1223,Austin,Stayed,37,0.74,Neutral,3.5,3.7
EMP1224,San Francisco,Stayed,61,0.51,Neutral,2.6,2.4
EMP1225,San Francisco,Stayed,13,0.98,Positive,4.6,4.7
EMP1226,Austin,Stayed,21,0.84,Positive,4.0,3.8
EMP1227,San Francisco,Stayed,12,0.92,Positive,4.5,4.6
EMP1228,New York,Stayed,16,0.91,Positive,4.6,4.3
EMP1229,San Francisco,Stayed,14,0.86,Positive,4.2,4.7
EMP1230,Remote,Stayed,45,0.68,Neutral,3.3,3.1
EMP1231,San Francisco,Stayed,32,0.74,Neutral,3.8,4.1
EMP1232,London,Left,84,0.26,Negative,1.5,1.0
EMP1233,New York,Stayed,21,0.75,Positive,4.0,4.3
EMP1234,London,Left,84,0.26,Negative,1.5,1.2
EMP1235,London,Stayed,50,0.61,Neutral,3.1,3.2
EMP1236,Remote,Stayed,49,0.52,Neutral,2.7,3.1
EMP1237,New York,Stayed,54,0.44,Negative,2.4,2.3
EMP1238,New York,At-Risk,70,0.46,Neutral,2.5,2.1
EMP1239,New York,At-Risk,71,0.42,Negative,2.0,2.2
EMP1240,New York,Stayed,26,0.9,Positive,4.2,3.8
EMP1241,New York,Stayed,28,0.84,Positive,4.2,4.0
EMP1242,Remote,Stayed,37,0.71,Neutral,3.5,3.7
EMP1243,San Francisco,Stayed,58,0.45,Neutral,2.5,3.0
EMP1244,London,Left,93,0.24,Negative,1.3,1.3
EMP1245,New York,At-Risk,67,0.47,Neutral,2.1,2.1
EMP1246,San Francisco,Stayed,58,0.55,Neutral,2.5,2.8
EMP1247,San Francisco,Stayed,17,0.98,Positive,4.7,4.7
EMP1248,London,At-Risk,77,0.39,Negative,1.7,2.0
EMP1249,Remote,Stayed,43,0.63,Neutral,3.1,3.5
EMP1250,Austin,At-Risk,74,0.48,Neutral,2.3,2.2
EMP1251,Austin,Stayed,63,0.55,Neutral,2.7,1.4
EMP1252,San Francisco,Stayed,42,0.69,Neutral,3.6,3.2
EMP1253,London,Stayed,41,0.57,Neutral,2.8,3.3
EMP1254,Austin,Stayed,58,0.56,Neutral,2.7,2.7
EMP1255,San Francisco,At-Risk,71,0.47,Neutral,2.2,2.0
